Symbol,Name,Country,Sector,Industry
SABS,SAB Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SABSW,SAB Biotherapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SACC,Sachem Capital Corp. 6.875% Notes due 2024,United States,Real Estate,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,United States,Real Estate,Real Estate Investment Trusts
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,United States,,
SAFT,Safety Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SAGA,Sagaliam Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
SAGAR,Sagaliam Acquisition Corp. Rights,United States,Finance,Blank Checks
SAGE,Sage Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SAI,SAI.TECH Global Corporation Class A Ordinary Shares,Singapore,Technology,EDP Services
SAIA,Saia Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
SAITW,SAI.TECH Global Corporation Warrant,Singapore,Technology,EDP Services
SALM,Salem Media Group Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting
SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock,United States,Finance,Blank Checks
SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant,United States,Finance,Blank Checks
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SANG,Sangoma Technologies Corporation Common Shares,Canada,,
SANM,Sanmina Corporation Common Stock,United States,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),United States,Consumer Staples,Farming/Seeds/Milling
SASI,Sigma Additive Solutions Inc. Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
SASR,Sandy Spring Bancorp Inc. Common Stock,United States,Finance,Major Banks
SATL,Satellogic Inc. Class A Ordinary Shares,Uruguay,Technology,Radio And Television Broadcasting And Communications Equipment
SATLW,Satellogic Inc. Warrant,Uruguay,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,EchoStar  Corporation Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
SATX,SatixFy Communications Ltd. Ordinary Share,,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SBAC,SBA Communications Corporation Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,Finance,Major Banks
SBET,SharpLink Gaming Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
SBEV,Splash Beverage Group Inc. (NV) Common Stock,,Consumer Staples,Beverages (Production/Distribution)
SBFG,SB Financial Group Inc. Common Stock,United States,Finance,Major Banks
SBFM,Sunshine Biopharma Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
SBGI,Sinclair Inc. Class A Common Stock,United States,Industrials,Broadcasting
SBIG,SpringBig Holdings Inc. Common Stock,United States,Technology,EDP Services
SBIGW,SpringBig Holdings Inc. Warrant,United States,Technology,EDP Services
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,Consumer Discretionary,Marine Transportation
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,United States,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
SBUX,Starbucks Corporation Common Stock,United States,Consumer Discretionary,Restaurants
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,United States,Real Estate,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,United States,Real Estate,Real Estate Investment Trusts
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,United States,Real Estate,Real Estate Investment Trusts
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,United States,Real Estate,Real Estate Investment Trusts
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,United States,Real Estate,Real Estate Investment Trusts
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,United States,Real Estate,Real Estate Investment Trusts
SCHL,Scholastic Corporation Common Stock,United States,Consumer Discretionary,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,United States,Consumer Discretionary,Industrial Specialties
SCKT,Socket Mobile Inc. Common Stock,United States,Technology,Computer Manufacturing
SCLX,Scilex Holding Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SCLXW,Scilex Holding Company Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SCOR,comScore Inc. Common Stock,United States,Consumer Discretionary,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SCPL,SciPlay Corporation Class A Common Stock,United States,Technology,EDP Services
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks
SCRMU,Screaming Eagle Acquisition Corp. Unit,United States,Finance,Blank Checks
SCRMW,Screaming Eagle Acquisition Corp. Warrant,United States,Finance,Blank Checks
SCSC,ScanSource Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
SCTL,Societal CDMO Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SCVL,Shoe Carnival Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,374Water Inc. Common Stock,United States,Utilities,Environmental Services
SCWX,SecureWorks Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SCYX,SCYNEXIS Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SDA,SunCar Technology Group Inc. Class A Ordinary Shares,Hong Kong,Finance,Blank Checks
SDAWW,SunCar Technology Group Inc. Warrant,Hong Kong,Finance,Blank Checks
SDC,SmileDirectClub Inc. Class A Common Stock,United States,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SDOT,Sadot Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
SDPI,Superior Drilling Products Inc. Common Stock,,Industrials,Metal Fabrications
SEAC,SeaChange International Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
SEAT,Vivid Seats Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
SEATW,Vivid Seats Inc. Warrant,United States,Industrials,Industrial Machinery/Components
SEB,Seaboard Corporation Common Stock,United States,Industrials,Farming/Seeds/Milling
SECO,Secoo Holding Limited ADS,China,Miscellaneous,Diversified Commercial Services
SEDG,SolarEdge Technologies Inc. Common Stock,Israel,Technology,Semiconductors
SEED,Origin Agritech Limited Common Stock,China,Consumer Staples,Farming/Seeds/Milling
SEEL,Seelos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SEER,Seer Inc. Class A Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SEIC,SEI Investments Company Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SELF,Global Self Storage Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A Common Stock,United States,Consumer Staples,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,United States,Consumer Staples,Packaged Foods
SENS,Senseonics Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
SEPA,SEP Acquisition Corp Class A Common Stock,United States,Finance,Blank Checks
SEPAW,SEP Acquisition Corp Warrants,United States,Finance,Blank Checks
SERA,Sera Prognostics Inc. Class A Common Stock,United States,Health Care,Precision Instruments
SEVN,Seven Hills Realty Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
SEZL,Sezzle Inc. Common Stock,United States,Finance,Diversified Financial Services
SFBC,Sound Financial Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
SFE,Safeguard Scientifics Inc. Common Stock,United States,Finance,Finance/Investors Services
SFIX,Stitch Fix Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,United States,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,United States,Finance,Major Banks
SFR,Appreciate Holdings Inc. Class A Common Stock,United States,Finance,Real Estate
SFRWW,Appreciate Holdings Inc. Warrant,United States,,
SFST,Southern First Bancshares Inc. Common Stock,United States,Finance,Major Banks
SFT,Shift Technologies Inc. Class A Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SFWL,Shengfeng Development Limited Class A Ordinary Shares,China,Industrials,Trucking Freight/Courier Services
SGA,Saga Communications Inc. Class A Common Stock (FL),United States,Consumer Discretionary,Broadcasting
SGBX,Safe & Green Holdings Corp. Common Stock,United States,Industrials,Metal Fabrications
SGC,Superior Group of Companies Inc. Common Stock,United States,Consumer Discretionary,Apparel
SGE,Strong Global Entertainment Inc. Class A Common Voting Shares,,Consumer Discretionary,Industrial Machinery/Components
SGEN,Seagen Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,United States,Technology,Semiconductors
SGHT,Sight Sciences Inc. Common Stock,United States,Health Care,Medical Specialities
SGII,Seaport Global Acquisition II Corp. Class A Common Stock,United States,Finance,Blank Checks
SGLY,Singularity Future Technology Ltd. Common Stock,United States,,
SGMA,SigmaTron International Inc. Common Stock,United States,Technology,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,Canada,Basic Materials,Metal Mining
SGMO,Sangamo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Sagimet Biosciences Inc. Series A Common Stock,United States,,
SGRP,SPAR Group Inc. Common Stock,United States,Consumer Discretionary,Business Services
SGRY,Surgery Partners Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SHBI,Shore Bancshares Inc Common Stock,United States,Finance,Major Banks
SHC,Sotera Health Company Common Stock,United States,Health Care,Medical Specialities
SHCR,Sharecare Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SHCRW,Sharecare Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co Common Stock,United States,Telecommunications,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,United States,Finance,Finance: Consumer Services
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Greece,,
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,Technology,Semiconductors
SHLT,SHL Telemedicine Ltd American Depositary Shares,Israel,Consumer Discretionary,Business Services
SHOO,Steven Madden Ltd. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SHPW,Shapeways Holdings Inc. Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
SHPWW,Shapeways Holdings Inc. Warrants,United States,Consumer Discretionary,Miscellaneous manufacturing industries
SHUAW,SHUAA Partners Acquisition Corp I Warrant,United Arab Emirates,Finance,Blank Checks
SHYF,The Shyft Group Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SIDU,Sidus Space Inc. Class A Common Stock,United States,Telecommunications,Telecommunications Equipment
SIEB,Siebert Financial Corp. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc. Common Stock,United States,Health Care,Industrial Specialties
SIF,SIFCO Industries Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
SIFY,Sify Technologies Limited American Depositary Shares,India,Technology,Computer Software: Programming Data Processing
SIGA,SIGA Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,United States,Finance,Property-Casualty Insurers
SILC,Silicom Ltd Ordinary Shares,Israel,Technology,Computer Manufacturing
SILK,Silk Road Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SILO,Silo Pharma Inc. Common Stock,United States,Consumer Discretionary,Apparel
SILV,SilverCrest Metals Inc. Common Shares,Canada,Basic Materials,Precious Metals
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Mexico,Industrials,Steel/Iron Ore
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,Technology,Semiconductors
SINT,SiNtx Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SIRI,Sirius XM Holdings Inc. Common Stock,United States,Consumer Discretionary,Broadcasting
SISI,Shineco Inc. Common Stock,China,Health Care, Medicinal Chemicals and Botanical Products 
SITM,SiTime Corporation Common Stock,United States,Technology,Semiconductors
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,China,Technology,EDP Services
SKGR,SK Growth Opportunities Corporation Class A Common Stock,United States,Finance,Blank Checks
SKGRW,SK Growth Opportunities Corporation Warrant,United States,Finance,Blank Checks
SKIN,The Beauty Health Company Class A Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SKYH,Sky Harbour Group Corporation Class A Common Stock,,Industrials,Military/Government/Technical
SKYT,SkyWater Technology Inc. Common Stock,United States,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,United States,Consumer Discretionary,Building Products
SLAB,Silicon Laboratories Inc. Common Stock,United States,Technology,Semiconductors
SLAC,Social Leverage Acquisition Corp I Class A Common Stock,United States,Finance,Finance: Consumer Services
SLACU,Social Leverage Acquisition Corp I Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant,United States,Finance,Finance: Consumer Services
SLACW,Social Leverage Acquisition Corp I Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,United States,Finance,Finance: Consumer Services
SLAM,Slam Corp. Class A Ordinary Share,United States,Finance,Blank Checks
SLAMU,Slam Corp. Unit,United States,Finance,Blank Checks
SLAMW,Slam Corp. warrant,United States,Finance,Blank Checks
SLDB,Solid Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,United States,Energy,Electrical Products
SLDPW,Solid Power Inc. Warrant,United States,Energy,Electrical Products
SLGC,SomaLogic Inc. Class A Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLGCW,SomaLogic Inc. Warrant,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLGG,Super League Gaming Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Israel,Basic Materials,Precious Metals
SLI,Standard Lithium Ltd. Common Shares,Canada,Industrials,Major Chemicals
SLM,SLM Corporation Common Stock,United States,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
SLNA,Selina Hospitality PLC Ordinary Shares,United Kingdom,Finance,Blank Checks
SLNAW,Selina Hospitality PLC Warrant,United Kingdom,Finance,Blank Checks
SLND,Southland Holdings Inc. Common Stock,United States,Industrials,Military/Government/Technical
SLNG,Stabilis Solutions Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
SLNH,Soluna Holdings Inc. Common Stock,United States,Technology,EDP Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,United States,Technology,EDP Services
SLNO,Soleno Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLP,Simulations Plus Inc. Common Stock,United States,Technology,EDP Services
SLRC,SLR Investment Corp. Common Stock,United States,Finance,Finance/Investors Services
SLRN,ACELYRIN INC. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLRX,Salarius Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLVR,SilverSPAC Inc. Class A Ordinary Share,United States,Finance,Blank Checks
SLVRU,SilverSPAC Inc. Unit,United States,Finance,Blank Checks
SMAP,SportsMap Tech Acquisition Corp. Common Stock,United States,Finance,Blank Checks
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,United States,Finance,Major Banks
SMCI,Super Micro Computer Inc. Common Stock,United States,Technology,Computer Manufacturing
SMFL,Smart for Life Inc. Common Stock ,United States,Health Care, Medicinal Chemicals and Botanical Products 
SMID,Smith-Midland Corporation Common Stock,United States,Industrials,Building Materials
SMLR,Semler Scientific Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMF,Summit Financial Group Inc. Common Stock,United States,Finance,Major Banks
SMMT,Summit Therapeutics Inc. Common Stock ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SMPL,The Simply Good Foods Company Common Stock,United States,Consumer Staples,Packaged Foods
SMSI,Smith Micro Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,United States,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Ireland,Technology,Industrial Machinery/Components
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Ireland,Finance,Blank Checks
SNAL,Snail Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SNAX,Stryve Foods Inc. Class A Common Stock,United States,Consumer Staples,Packaged Foods
SNAXW,Stryve Foods Inc. Warrant,United States,Consumer Staples,Packaged Foods
SNBR,Sleep Number Corporation Common Stock,United States,Consumer Discretionary,Home Furnishings
SNCE,Science 37 Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SNCR,Synchronoss Technologies Inc. Common Stock,United States,Technology,EDP Services
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,United States,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDL,SNDL Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
SNDX,Syndax Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,SenesTech Inc. Common Stock,United States,Industrials,Agricultural Chemicals
SNEX,StoneX Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A Common Stock,United States,Finance,Finance: Consumer Services
SNGX,Soligenix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNMP,Evolve Transition Infrastructure LP Common Units representing Class B Limited Liability Company Interests,,Energy,Oil & Gas Production
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNPO,Snap One Holdings Corp. Common Stock,United States,Consumer Discretionary,Electronics Distribution
SNPS,Synopsys Inc. Common Stock,United States,Technology,EDP Services
SNPX,Synaptogenix Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SNSE,Sensei Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNT,Senstar Technologies Ltd. Ordinary Shares,Israel,Telecommunications,Telecommunications Equipment
SNTG,Sentage Holdings Inc. Ordinary Shares,China,Finance,Finance: Consumer Services
SNTI,Senti Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNY,Sanofi ADS,France,Health Care,Biotechnology: Pharmaceutical Preparations
SOBR,SOBR Safe Inc. Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
SOFI,SoFi Technologies Inc. Common Stock  ,United States,Finance,Diversified Financial Services
SOFO,Sonic Foundry Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SOHO,Sotherly Hotels Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,China,Technology,EDP Services
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,Canada,Consumer Discretionary,Auto Manufacturing
SOND,Sonder Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
SONDW,Sonder Holdings Inc. Warrants,United States,Consumer Discretionary,Hotels/Resorts
SONM,Sonim Technologies Inc. Common Stock,United States,Utilities,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SONO,Sonos Inc. Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
SOPA,Society Pass Incorporated Common Stock,United States,Technology,EDP Services
SOPH,SOPHiA GENETICS SA Ordinary Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOTK,Sono-Tek Corporation Common Stock,United States,Technology,Industrial Machinery/Components
SOUN,SoundHound AI Inc Class A Common Stock,United States,Technology,EDP Services
SOUNW,SoundHound AI Inc. Warrant,United States,Technology,EDP Services
SOVO,Sovos Brands Inc. Common Stock,United States,Consumer Staples,Packaged Foods
SP,SP Plus Corporation Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies
SPCB,SuperCom Ltd. Ordinary Shares (Israel),Israel,Technology,Semiconductors
SPFI,South Plains Financial Inc. Common Stock,United States,Finance,Major Banks
SPGC,Sacks Parente Golf Inc. Common Stock,United States,,
SPI,SPI Energy Co. Ltd. Ordinary Shares,China,Technology,Semiconductors
SPLK,Splunk Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Curacao,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
SPRB,Spruce Biosciences Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SPRC,SciSparc Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
SPRO,Spero Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SPRY,ARS Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SPT,Sprout Social Inc Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company Common Stock,United States,Consumer Discretionary,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SPWR,SunPower Corporation Common Stock,United States,Technology,Semiconductors
SQFT,Presidio Property Trust Inc. Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,United States,Real Estate,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,United States,Real Estate,Real Estate Investment Trusts
SQL,SeqLL Inc. Common stock,United States,Health Care,Medical Specialities
SQLLW,SeqLL Inc. Warrant,United States,Health Care,Medical Specialities
SRAD,Sportradar Group AG Class A Ordinary Shares,Switzerland,Technology,Computer Software: Programming Data Processing
SRCE,1st Source Corporation Common Stock,United States,Finance,Major Banks
SRCL,Stericycle Inc. Common Stock,United States,Industrials,Environmental Services
SRDX,Surmodics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SRM,SRM Entertainment Inc. Common Stock,United States,,
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),United States,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTS,Sensus Healthcare Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SRZN,Surrozen Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SRZNW,Surrozen Inc. Warrant,United States,Health Care, Medicinal Chemicals and Botanical Products 
SSB,SouthState Corporation Common Stock,United States,Finance,Major Banks
SSBI,Summit State Bank Common Stock,United States,Finance,Major Banks
SSBK,Southern States Bancshares Inc. Common Stock,United States,Finance,Commercial Banks
SSIC,Silver Spike Investment Corp. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
SSKN,Strata Skin Sciences Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SSNC,SS&C Technologies Holdings Inc. Common Stock,United States,Technology,EDP Services
SSNT,SilverSun Technologies Inc. Common Stock,United States,Technology,EDP Services
SSP,E.W. Scripps Company (The) Class A Common Stock,United States,Industrials,Broadcasting
SSRM,SSR Mining Inc. Common Stock,Canada,Industrials,Precious Metals
SSSS,SuRo Capital Corp. Common Stock,United States,Finance,Finance: Consumer Services
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,United States,Finance,Finance/Investors Services
SSTI,SoundThinking Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SSY,SunLink Health Systems Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SSYS,Stratasys Ltd. Ordinary Shares (Israel),United States,Technology,Computer peripheral equipment
STAA,STAAR Surgical Company Common Stock,United States,Health Care,Ophthalmic Goods
STAF,Staffing 360 Solutions Inc. Common Stock (DE),United States,Consumer Discretionary,Professional Services
STBA,S&T Bancorp Inc. Common Stock,United States,Finance,Major Banks
STBX,Starbox Group Holdings Ltd. Ordinary Shares,Malaysia,Consumer Discretionary,Advertising
STCN,Steel Connect Inc. Common Stock,United States,Consumer Discretionary,Advertising
STEP,StepStone Group Inc. Class A Common Stock,United States,Finance,Finance/Investors Services
STER,Sterling Check Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
STGW,Stagwell Inc. Class A Common Stock,Canada,,
STHO,Star Holdings Shares of Beneficial Interest,United States,Real Estate,Real Estate
STIM,Neuronetics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
STIX,Semantix Inc. Class A Ordinary Shares,United States,Technology,EDP Services
STIXW,Semantix Inc. Warrant,United States,Technology,EDP Services
STKH,Steakholder Foods Ltd. American Depositary Shares,Israel,Consumer Staples,Packaged Foods
STKL,SunOpta Inc. Common Stock,Canada,Basic Materials,Precious Metals
