Symbol,Name,Country,Sector,Industry,float shares
BNL,Broadstone Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,185713714.0
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,Finance,Major Banks,1184168334.0
BNY,BlackRock New York Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable,
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks,2905811.0
BOC,Boston Omaha Corporation Class A Common Stock,United States,Finance,Real Estate,20997205.0
BODY,The Beachbody Company Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components,113695438.0
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,
BOH,Bank of Hawaii Corporation Common Stock,United States,Finance,Major Banks,38956538.0
BOOT,Boot Barn Holdings Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,29806721.0
BOWL,Bowlero Corp. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,43226504.0
BOX,Box Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,139844521.0
BP,BP p.l.c. Common Stock,United Kingdom,Energy,Integrated oil Companies,11420246123.0
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States,Energy,Integrated oil Companies,21394436.0
BR,Broadridge Financial Solutions Inc. Common Stock,United States,Consumer Discretionary,Business Services,117402255.0
BRBR,BellRing Brands Inc. Common Stock ,United States,Consumer Staples,Packaged Foods,119691130.0
BRC,Brady Corporation Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries,44431175.0
BRCC,BRC Inc. Class A Common Stock,United States,Consumer Staples,Beverages (Production/Distribution),25582169.0
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,United States,Finance,Investment Managers,29630922.0
BRFS,BRF S.A.,Brazil,Consumer Staples,Meat/Poultry/Fish,1317409281.0
BRO,Brown & Brown Inc. Common Stock,United States,Finance,Specialty Insurers,218416107.0
BROS,Dutch Bros Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants,40631011.0
BRSP,BrightSpire Capital Inc. Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts,116371767.0
BRT,BRT Apartments Corp. (MD) Common Stock,United States,Real Estate,Real Estate Investment Trusts,12760054.0
BRW,Saba Capital Income & Opportunities Fund SBI,United States,Finance,Trusts Except Educational Religious and Charitable,
BRX,Brixmor Property Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,298257235.0
BSAC,Banco Santander - Chile ADS,Chile,Finance,Commercial Banks,299987389.0
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Brazil,Finance,Commercial Banks,363026312.0
BSIG,BrightSphere Investment Group Inc. Common Stock,United Kingdom,Finance,Investment Managers,32246017.0
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,United States,Energy,Oil & Gas Production,157016143.0
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies,
BSX,Boston Scientific Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,1460079511.0
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,
BTE,Baytex Energy Corp Common Shares,Canada,Energy,Oil & Gas Production,685916846.0
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,United Kingdom,Health Care, Medicinal Chemicals and Botanical Products ,9999628350.0
BTO,John Hancock Financial Opportunities Fund Common Stock,United States,Finance,Investment Managers,
BTT,BlackRock Municipal 2030 Target Term Trust,United States,Finance,Investment Managers,
BTU,Peabody Energy Corporation Common Stock ,United States,Energy,Coal Mining,110342192.0
BTZ,BlackRock Credit Allocation Income Trust,United States,Finance,Finance Companies,
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Belgium,Consumer Staples,Beverages (Production/Distribution),5697402079.0
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States,Finance,Trusts Except Educational Religious and Charitable,
BURL,Burlington Stores Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores,64163051.0
BV,BrightView Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services,40267542.0
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,United States,Finance,Real Estate,9454947.0
BVN,Buenaventura Mining Company Inc.,Peru,Basic Materials,Metal Mining,213224515.0
BW,Babcock & Wilcox Enterprises Inc. Common Stock,United States,Industrials,Building Products,57939276.0
BWA,BorgWarner Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.,233483397.0
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,United States,Finance,Finance/Investors Services,
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,United States,Industrials,Building Products,
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,United States,Industrials,Building Products,
BX,Blackstone Inc. Common Stock,United States,Finance,Investment Managers,707684335.0
BXC,Bluelinx Holdings Inc. Common Stock,United States,Consumer Discretionary,Wholesale Distributors,7403378.0
BXMT,Blackstone Mortgage Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,172450701.0
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers,
BXP,Boston Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,156469250.0
BY,Byline Bancorp Inc. Common Stock,United States,Finance,Major Banks,28690848.0
BYD,Boyd Gaming Corporation Common Stock,United States,Consumer Discretionary,Hotels/Resorts,71833649.0
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,United States,Finance,Investment Managers,
BZH,Beazer Homes USA Inc. Common Stock,United States,Consumer Discretionary,Homebuilding,26824275.0
C,Citigroup Inc. Common Stock,United States,Finance,Major Banks,1866256048.0
CABO,Cable One Inc. Common Stock,United States,Telecommunications,Cable & Other Pay Television Services,5012328.0
CACI,CACI International Inc. Class A Common Stock,United States,Technology,EDP Services,22521629.0
CADE,Cadence Bank Common Stock,United States,Finance,Major Banks,179909073.0
CAE,CAE Inc. Ordinary Shares,Canada,Miscellaneous,Industrial Machinery/Components,261043295.0
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,United States,Finance,Investment Managers,
CAG,ConAgra Brands Inc. Common Stock,United States,Consumer Staples,Packaged Foods,474140786.0
CAH,Cardinal Health Inc. Common Stock,United States,Health Care,Other Pharmaceuticals,249553553.0
CAL,Caleres Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing,34129466.0
CALX,Calix Inc Common Stock,United States,Consumer Discretionary,Telecommunications Equipment,64384795.0
CANO,Cano Health Inc. Class A Common Stock,United States,Health Care,Medical/Nursing Services,187321475.0
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,United States,Energy,Oil Refining/Marketing,18096465.0
CARR,Carrier Global Corporation Common Stock ,United States,Industrials,Industrial Machinery/Components,836061562.0
CAT,Caterpillar Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks,
CATO,Cato Corporation (The) Class A Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,15163973.0
CB,Chubb Limited  Common Stock,Switzerland,Finance,Property-Casualty Insurers,408332172.0
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Brazil,Consumer Staples,Food Chains,159414725.0
CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable,
CBL,CBL & Associates Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,15113339.0
CBRE,CBRE Group Inc Common Stock Class A,United States,Finance,Real Estate,300117509.0
CBT,Cabot Corporation Common Stock,United States,Industrials,Major Chemicals,55454248.0
CBU,Community Bank System Inc. Common Stock,United States,Finance,Major Banks,52819723.0
CBZ,CBIZ Inc. Common Stock,United States,Consumer Discretionary,Business Services,44549859.0
CC,Chemours Company (The) Common Stock,United States,Industrials,Major Chemicals,145833688.0
CCI,Crown Castle Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,431332343.0
CCK,Crown Holdings Inc.,United States,Industrials,Containers/Packaging,114344878.0
CCL,Carnival Corporation Common Stock,United States,Consumer Discretionary,Marine Transportation,1008077702.0
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),China,Health Care,Medical/Nursing Services,13301302.0
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,United States,Consumer Discretionary,Advertising,377653359.0
CCS,Century Communities Inc. Common Stock,United States,Consumer Discretionary,Homebuilding,28616932.0
CCU,Compania Cervecerias Unidas S.A. Common Stock,Chile,Consumer Staples,Beverages (Production/Distribution),61448328.0
CCZ,Comcast Holdings ZONES,United States,Telecommunications,Cable & Other Pay Television Services,
CDAY,Ceridian HCM Holding Inc. Common Stock,United States,Technology,EDP Services,137659532.0
CDE,Coeur Mining Inc. Common Stock,United States,Basic Materials,Precious Metals,347449516.0
CDRE,Cadre Holdings Inc. Common Stock,United States,Health Care,Industrial Specialties,15760950.0
CE,Celanese Corporation Common Stock,United States,Industrials,Major Chemicals,103047137.0
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,United States,Finance,Finance Companies,
CEIX,CONSOL Energy Inc. Common Stock ,United States,Energy,Coal Mining,28535490.0
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,United States,Finance,Finance Companies,
CEQP,Crestwood Equity Partners LP,United States,Utilities,Oil & Gas Production,82636254.0
CF,CF Industries Holdings Inc. Common Stock,United States,Industrials,Agricultural Chemicals,191897985.0
CFG,Citizens Financial Group Inc. Common Stock,United States,Finance,Major Banks,469144206.0
CFR,Cullen/Frost Bankers Inc. Common Stock,United States,Finance,Major Banks,52836802.0
CGA,China Green Agriculture Inc. Common Stock,China,Industrials,Agricultural Chemicals,5061465.0
CGAU,Centerra Gold Inc. Common Shares,Canada,Basic Materials,Precious Metals,205783628.0
CHCT,Community Healthcare Trust Incorporated Common Stock,United States,Real Estate,Real Estate Investment Trusts,23246450.0
CHD,Church & Dwight Company Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics,245414649.0
CHE,Chemed Corp,United States,Health Care,Medical/Nursing Services,14694413.0
CHGG,Chegg Inc. Common Stock,United States,Consumer Discretionary,Educational Services,102604810.0
CHH,Choice Hotels International Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts,38664648.0
CHN,China Fund Inc. (The) Common Stock,United States,Finance,Investment Managers,
CHPT,ChargePoint Holdings Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties,300898750.0
CHS,Chico's FAS Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,118234818.0
CHT,Chunghwa Telecom Co. Ltd.,Taiwan,Telecommunications,Telecommunications Equipment,1586708209.0
CHWY,Chewy Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution,113593142.0
CI,The Cigna Group Common Stock,United States,Health Care,Medical Specialities,294663023.0
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),United States,Finance,Life Insurance,44876913.0
CIB,BanColombia S.A. Common Stock,Colombia,Finance,Commercial Banks,541075779.0
CIEN,Ciena Corporation Common Stock,United States,Utilities,Telecommunications Equipment,148017076.0
CIF,MFS Intermediate High Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Brazil,Utilities,Electric Utilities: Central,1801151328.0
CII,Blackrock Capital and Income Fund Inc.,United States,Finance,Investment Bankers/Brokers/Service,
CIM,Chimera Investment Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts,225424414.0
CIO,City Office REIT Inc. Common Stock,Canada,Real Estate,Real Estate Investment Trusts,35470936.0
CION,CION Investment Corporation Common Stock,United States,Finance,Finance/Investors Services,
CIR,CIRCOR International Inc. Common Stock,United States,Industrials,Metal Fabrications,20070190.0
CIVI,Civitas Resources Inc. Common Stock,United States,Energy,Oil & Gas Production,77770722.0
CL,Colgate-Palmolive Company Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics,777114838.0
CLB,Core Laboratories Inc. Common Stock,Netherlands,Energy,Oilfield Services/Equipment,47210118.0
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts,47624214.0
CLF,Cleveland-Cliffs Inc. Common Stock,United States,Basic Materials,Metal Mining,500487252.0
CLH,Clean Harbors Inc. Common Stock,United States,Industrials,Environmental Services,50563879.0
CLPR,Clipper Realty Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,12600157.0
CLS,Celestica Inc. Common Stock,Canada,Technology,Electrical Products,110996221.0
